34706,00:00:15,114.122597,22.551867,0,3
34706,00:00:38,114.122368,22.551733,0,3
34706,00:00:44,114.1222,22.55175,1,16
34706,00:00:52,114.121284,22.552032,1,33
34706,00:01:01,114.120697,22.552116,1,16
34706,00:01:07,114.120453,22.552151,1,19
34706,00:01:15,114.120049,22.552217,1,17
34706,00:01:17,114.119949,22.552168,1,15
34706,00:01:23,114.119583,22.552116,1,23
34706,00:01:38,114.118584,22.551968,1,9
34706,00:01:52,114.118767,22.551849,1,18
34706,00:02:08,114.117783,22.551317,1,0
34706,00:02:23,114.117783,22.551317,1,0
34706,00:02:38,114.117783,22.551317,1,0
34706,00:02:46,114.117386,22.551216,1,0
34706,00:03:01,114.117386,22.551216,1,0
34706,00:03:16,114.117386,22.551216,1,0
34706,00:03:31,114.117386,22.551216,1,0
34706,00:03:46,114.117386,22.551216,1,0
34706,00:04:01,114.117386,22.551216,1,0
34706,00:04:16,114.117386,22.551216,1,0
34706,00:04:31,114.116714,22.551184,1,30
34706,00:04:46,114.1166,22.550716,1,0
34706,00:05:01,114.116669,22.550501,1,25
34706,00:05:16,114.116753,22.548983,1,25
34706,00:05:31,114.116867,22.548218,1,0
34706,00:05:46,114.116867,22.548218,1,0
34706,00:06:01,114.116867,22.548218,1,0
34706,00:06:16,114.116798,22.547783,1,28
34706,00:06:31,114.117317,22.546618,1,24
34706,00:06:46,114.117233,22.546568,1,0
34706,00:07:01,114.116966,22.5466,1,0
34706,00:07:16,114.116966,22.5466,1,0
34706,00:07:31,114.116966,22.5466,1,0
34706,00:07:46,114.117264,22.545317,1,50
34706,00:09:11,114.121483,22.541283,1,0
34706,00:09:53,114.121429,22.540117,0,16
34706,00:09:54,114.121452,22.539984,0,18
34706,00:10:06,114.12133,22.539467,0,12
34706,00:10:12,114.121101,22.539249,0,30
34706,00:10:14,114.120934,22.539167,0,30
34706,00:10:22,114.120483,22.53895,0,5
34706,00:10:37,114.1203,22.538967,0,2
34706,00:10:52,114.120247,22.539083,0,0
34706,00:11:07,114.120102,22.538933,0,14
34706,00:11:15,114.119797,22.538868,0,22
34706,00:11:30,114.119469,22.539333,0,19
34706,00:11:38,114.119064,22.53965,0,22
34706,00:11:53,114.118935,22.539667,0,0
34706,00:12:08,114.1185,22.54015,0,20
34706,00:12:23,114.117729,22.539949,0,32
34706,00:12:38,114.116684,22.539818,0,13
34706,00:12:53,114.11615,22.539734,0,1
34706,00:13:08,114.115936,22.539749,0,0
34706,00:13:23,114.115936,22.539749,0,0
34706,00:13:38,114.115967,22.539633,0,0
34706,00:13:53,114.115967,22.539633,0,0
34706,00:14:08,114.115967,22.539633,0,0
34706,00:14:23,114.115967,22.539633,0,0
34706,00:14:38,114.115181,22.539551,1,39
34706,00:14:53,114.113464,22.539351,1,56
34706,00:15:08,114.11145,22.538282,1,66
34706,00:15:23,114.109047,22.53775,1,71
34706,00:15:32,114.107315,22.537268,1,67
34706,00:15:38,114.106354,22.537083,1,60
34706,00:15:46,114.105247,22.537451,1,55
34706,00:15:55,114.104317,22.537901,1,48
34706,00:16:01,114.103584,22.538116,1,56
34706,00:16:16,114.101318,22.538267,1,65
34706,00:16:23,114.100319,22.538233,1,66
34706,00:16:33,114.098518,22.538183,1,71
34706,00:16:38,114.097382,22.538168,1,73
34706,00:18:13,114.079666,22.536217,1,63
34706,00:18:15,114.079468,22.535982,1,60
34706,00:18:33,114.078186,22.533882,1,59
34706,00:18:44,114.077469,22.532734,1,53
34706,00:18:59,114.075615,22.531883,1,61
34706,00:19:14,114.073067,22.531851,1,74
34706,00:19:22,114.071548,22.531834,1,75
34706,00:19:37,114.068382,22.531816,1,73
34706,00:19:45,114.066666,22.531816,1,71
34706,00:20:00,114.064217,22.531883,1,65
34706,00:20:08,114.062897,22.531933,1,57
34706,00:20:23,114.061951,22.532566,1,36
34706,00:20:38,114.062866,22.532516,1,30
34706,00:20:53,114.063004,22.530867,1,55
34706,00:21:08,114.063034,22.529083,1,47
34706,00:21:23,114.062965,22.5273,1,35
34706,00:21:38,114.063004,22.527201,1,0
34706,00:21:53,114.063202,22.527,0,11
34706,00:22:08,114.063187,22.52685,0,6
34706,00:22:16,114.063217,22.526783,0,0
34706,00:22:31,114.063286,22.527317,0,35
34706,00:22:46,114.063118,22.5289,0,54
34706,00:23:01,114.063065,22.531082,0,56
34706,00:23:16,114.063065,22.533234,0,66
34706,00:23:31,114.063148,22.534866,0,40
34706,00:23:46,114.06308,22.535316,0,0
34706,00:24:01,114.06308,22.535316,0,0
34706,00:24:16,114.063019,22.535351,0,19
34706,00:24:31,114.062866,22.53665,0,41
34706,00:24:46,114.063416,22.537382,0,31
34706,00:25:01,114.06543,22.537916,0,46
34706,00:25:16,114.067314,22.538584,0,58
34706,00:25:31,114.069901,22.538616,0,65
34706,00:25:46,114.071617,22.538601,0,11
34706,00:26:01,114.071632,22.538601,0,0
34706,00:26:16,114.0718,22.538601,0,21
34706,00:26:24,114.072334,22.538767,0,31
34706,00:26:39,114.07373,22.539383,0,36
34706,00:26:54,114.074219,22.539633,0,2
34706,00:27:09,114.074471,22.539801,0,23
34706,00:27:17,114.074753,22.539932,0,2
34706,00:27:32,114.074753,22.539932,0,0
34706,00:27:47,114.074753,22.539932,0,0
34706,00:28:01,114.075371,22.540068,1,24
34706,00:28:17,114.075935,22.540068,1,0
34706,00:28:32,114.076385,22.540083,1,23
34706,00:28:47,114.077515,22.540182,1,19
34706,00:29:02,114.077682,22.540234,1,0
34706,00:29:17,114.077835,22.54015,1,1
34706,00:29:32,114.077934,22.540133,1,9
34706,00:29:47,114.079048,22.5404,1,23
34706,00:30:02,114.080414,22.540466,1,36
34706,00:30:10,114.080948,22.540501,1,27
34706,00:30:25,114.081352,22.539883,1,35
34706,00:30:40,114.081566,22.538851,1,30
34706,00:30:55,114.081703,22.5373,1,47
34706,00:31:10,114.081299,22.5364,1,36
34706,00:31:25,114.082397,22.537201,1,58
34706,00:31:40,114.084816,22.5373,1,74
34706,00:31:55,114.087967,22.537367,1,75
34706,00:32:03,114.0895,22.537718,1,77
34706,00:32:18,114.092285,22.538099,1,79
34706,00:32:33,114.09565,22.538067,1,81
34706,00:32:48,114.098549,22.538067,1,80
34706,00:33:03,114.101669,22.538116,1,72
34706,00:33:11,114.10302,22.538134,1,61
34706,00:33:13,114.103317,22.538099,1,60
34706,00:33:19,114.104218,22.537884,1,64
34706,00:33:27,114.105453,22.537283,1,71
34706,00:33:28,114.105453,22.537283,1,71
34706,00:35:02,114.11705,22.539316,1,0
34706,00:35:21,114.11705,22.539316,1,0
34706,00:35:25,114.11705,22.539316,1,0
34706,00:35:40,114.11805,22.539818,1,39
34706,00:35:55,114.11837,22.539883,1,0
34706,00:36:10,114.11908,22.54015,1,12
